page	claim	claim_label	tags	origin_domain	origin_url	date_check	author  origin_body	date_fake
https://www.truthorfiction.com/baltimore-sun-publishes-the-black-dilemma-editorial/	Baltimore Sun Publishes “The Black Dilemma” Editorial	 Incorrect Attribution!				2015/06/10	"The Baltimore Sun: The Black Dilemma Part 2
Jun 03rd, 2015, 2:24pm
But nothing changes no matter how much money is spent, no matter how many laws are passed, no matter how many black geniuses are portrayed on TV, and no matter who is president. Some argue it’s a problem of culture, as if culture creates people’s behavior instead of the other way around. Others blame white privilege. But since 1965, when the elites opened Americas doors to the Third World, immigrants from Asia and India, people who are not white, not rich, and not connected, have quietly succeeded. While the children of these people are winning spelling bees and getting top scores on the SAT, black youths are committing half the country’s violent crime, which includes viciously punching random white people on the street for the thrill of it that has nothing to do with poverty.
The experiment has failed. Not because of white culture, or white privilege, or white racism. The fundamental problem is that American black culture has evolved into an unfixable and crime ridden mess. They do not want to change their culture or society, and expect others to tolerate their violence and amoral behavior. They have become socially incompatible with other races by their own design, not because of the racism of others – but by their own hatred of non-blacks. Our rulers don’t seem to understand just how tired their white subjects are with this experiment. They don’t understand that white people aren’t out to get black people; they are just exhausted with them. They are exhausted by the social pathologies, the violence, the endless complaints, and the blind racial solidarity, the bottomless pit of grievances, the excuses, and the reflexive animosity. The elites explain everything with racism, and refuse to believe that white frustration could soon reach the boiling point.”—
"	
https://www.truthorfiction.com/john-kerrys-daughter-married-an-iranian-with-connections-to-nuclear-negotiators/	"John Kerry’s Daughter Married an Iranian with Connections to Nuclear Negotiators Fiction! 
Summary of eRumor:
Secretary of State John Kerry’s daughter married an Iranian man with connections to an Iranian foreign minister who participated in nuclear negotiations.
The Truth:
Parts of this rumor are true, but they have been twisted into a false narrative.
Tidbits from various reports have been used to make a number of claims about John Kerry’s ties to Iranian nuclear negotiators. These reports argue that Kerry should have recused himself from nuclear talks with Iran because of conflicts of interest.
Let’s take a look at claims that have frequently appeared:
John Kerry’s Daughter Married an Iranian"	"Mostly Fiction! 
John Kerry’s daughter married a man of Iranian descent, but he was born and raised in America.
Dr. Vanessa Bradford Kerry married Dr. Brian Vala Nahed in 2009. The couple met as resident doctors at Massachusetts General Hospital in Boston. Vanessa was practicing internal medicine there, and Nahed was practicing neurological surgery, according to a New York Times wedding announcement:"	['barack obama', 'international', 'islam', 'liberal agenda']			2015/08/04	"In 2009, Secretary of State John Kerry’s daughter, Dr. Vanessa Bradford Kerry, married an Iranian-American physician named Dr. Brian (Behrooz) Vala Nahed. The best man at that wedding?
The son of Mohammad Javad Zarif, the current Minister of Foreign Affairs in the Rouhani administration and Kerry’s chief counterpart in the nuclear deal negotiations
"	
https://www.truthorfiction.com/confederate-soldiers-are-considered-u-s-veterans-under-federal-law/	"Summary of eRumor:
Confederate soldiers are officially considered American veterans and have the same protections as Union soldiers because of an act of Congress called Public Law 810 and other federal laws.
The Truth:
It’s true that Union and Confederate soldiers are considered U.S. veterans under federal law, and that they would be entitled to the same benefits as Union soldiers today.
These claims went viral on social media after the Confederate flag was removed from the South Carolina Capitol grounds in July 2015. The state legislature voted to remove the flag after a selfdescribed white supremacist murdered nine black churchgoers there.
That inspired posts on social media sites that claimed Confederate and Union veterans were considered equals under federal law, and that they are entitled to the same protections and benefits.
It’s true that a federal law passed in 1958 listed the spouses and children of all Civil War veterans  Confederate and Union"	 as eligible for federal pensions:				2015/07/23	" 
Why You Should Care About Confederate Soldiers?
 
U.S. Public Law 810, Approved by 17th Congress 26 February 1929
(45 Stat 1307 – Currently on the books as 38 U.S. Code, Sec. 2306)
U.S. Public Law 85-425: Sec. 410 Approved 23 May 1958
(US Statutes at Large Volume 72, Part 1, Page 133-134)
U.S. Code Title 38 –Veterans’ Benefits, Part II –General Benefits, Chapter 15 Pension for Non-Service-Connected Disability or Death or for Service, Su General, § 1501. Definitions: (3…) The term “Civil War veteran” includes a p served in the military or naval forces of the Confederate States of American Civil War, and the term “active military or naval service” includes active s those forces.
 
Veterans are equivalent to Union Veterans. U.S. Code Title 38 –Veterans’ Benefits, Part II –General Benefits, Chapter Pension for Non-Service-Connected Disability or Death or for Service, Su General, § 1501. Definitions: (3) The …term “Civil War veteran” includes a p served in the military or naval forces of the Confederate States of Ameri Civil War, and the term “active military or naval service” includes active s those forces.
"	
https://www.truthorfiction.com/the-true-military-record-of-john-mccain/	Former Arizona senator John McCain inflated or lied about his military record.	Not True	['donald trump', 'john mccain', 'trump administration']			2015/07/23	"THE TRUE MILITARY RECORD OF JOHN MCCAIN WRITTEN BY AN ACTIVE MARINE.
9/03/08
McCain has never really earned anything. He is from a wealth pampered background and not fit to lead this nation.
A “war hero” doesn’t finished 894th out of 899 and still get stationed at a Navy champagne unit and promoted ahead of all but two of his 898 other classmates.
A “war hero” doesn’t crash three U.S. Navy jets out of sheer incompetence and ineptitude, including two during non-combat training sessions.
A “war hero” doesn’t get written up on drunk-and-disorderly, fraternization, disobeying orders, and insubordination charges more than two dozen times in less than three years.
A “war hero” doesn’t get promoted to squadron commander of the air field named after his own grandfather immediately after crashing his third airplane. A “war hero” doesn’t have all the military records that cover his time in Vietnam and all disciplinary actions against him censored and sealed “as a matte r of national security.” A “war hero” doesn’t get 28 medals awarded all after-the-fact “for bravery” for no other reason than being shot down and captured and then go on a celebrity public relations tour because he’s the son of two acclaimed Navy admirals. A “war hero” doesn’t repeatedly cheat on the wife who’s back in the states waiting for him, and then cheat on her more when he returns to the states, and then divorce and abandon her.
A “war hero” doesn’t systematically vote against every single pay and benefit increase for military and veterans throughout his entire political career, all the while claiming to be “the soldier’s Congressman,” and then take credit for the passage of a G.I. benefits bill he that voted AGAINST. A “war hero” McCain III lost jet number one in 1958 when he plunged into Corpus Christi Bay while practicing landings. He was knocked unconscious by the impact coming to as the plane settled to the bottom. McCain’s second crash occurred while he was deployed in the Mediterranean. “Flying too low over the Iberian Peninsula,” Timberg wrote, “he took out some power lines [reminiscent of the 1998 incident in which a Marine Corps jet sliced through the cables of a gondola at an Italian ski resort, killing 20] which led to a spate of newspaper stories in which he was predictably identified as the son of an admiral.”
McCain’s third crash three occurred when he was returning from flying a Navy trainer solo to Philadelphia for an Army-Navy football game. Timberg reported that McCain radioed, “I’ve got a flameout” and went through standard relight procedures three times before ejecting at one thousand feet. McCain landed on a deserted beach moments before the plane slammed into a clump of trees. McCain’s fifth loss happened during his 23rd mission over North Vietnam on Oct. 26, 1967, when McCain’s A-4 Skyhawk was shot down by a surface-to-air missile. McCain ejected from the plane breaking both arms an d a leg in the process and subsequently parachuted into Truc Bach Lake near Hanoi. For 23 combat missions (an estimated 20 hours over enemy territory), the U.S. Navy awarded McCain a Silver Star, a Legion of Merit for Valor, a Distinguished Flying Cross, three Bronze Stars, two Commendation medals plus two Purple Hearts and a dozen service medals. “McCain had roughly 20 hours in combat,” explains Bill Bell, a veteran of Vietnam and former chief of the U.S. Office for POW/MIA Affairs — the first official U.S. representative in Vietnam since the 1973 fall of Saigon. “Since McCain got 28 medals,” Bell continues, “that equals out to about a medal-and-a-half for each hour he spent in combat. There were infantry guys — grunts on the ground — who had more than 7,000 hours in combat and I can tell you that there were times and situations where I’m sure a prison cell would have looked pretty good to them by comparison
The question really is how many guys got that number of medals for not being shot down.” For years, McCain has been an unchecked master at manipulating an overly friendly and biased news media. The former POW turned Congressman, turned U.S. Senator, has managed to gloss over his failures as a pilot by exaggerating his military service and lying about his feats of heroism. McCain has sprouted a halo and wings to become America’s POW-hero presidential candidate.
This article was written by an active, unnamed Marine. It was published by Gale Toensing founder of the Corner Report.com and she sent it to me. It is a true account of McCain’s real war record and evidence of his lack of fitness for the office of President.
"	
https://www.truthorfiction.com/jake-from-state-farm-actor-found-dead/	An actor in a popular commercial for an insurance company was murdered by his wife after she caught him with another woman.	Not True	['death hoax', 'empire news', 'huzlers', 'state farm']			2015/11/04	"Jake From State Farm Found Dead in Apartment Bedroom
NEW YORK – It is being reported that ‘Jake From State Farm’ was reportedly found dead in his apartment bedroom Saturday night. According to authorities, Jake was killed by his wife after finding him in bed with another woman.
Jake From State Farm first appeared in a television advertisement for State Farm a few years ago, and has since been the center of many internet jokes and memes. The basic name structure of Jake From State Farm has been copied for other internet memes including ‘Alex From Target’ and ‘Daquan From Staples’.
This story appeared at Huzlers.com, click here for the entire story.
"	
https://www.truthorfiction.com/the-truth-about-carly-by-former-hp-board-member-tom-perkins/	"“The Truth About Carly” By Former HP Board Member Tom PerkinsAuthorship Confirmed!
Summary of eRumor:
Former Hewlett Packard board member Tom Perkins wrote an essay titled “The Truth About Carly” that defends Carly Fiorina’s business track record.
The Truth:
Former HewlettPackard board member and venture capitalist Tom Perkins purchased a fullpage ad in the New York Times on August 27, 2015, to publish his essay, “The Truth About Carly.”
Tom Perkins wrote “The Truth About Carly” in response to an earlier report by New York Times columnist Andrew Ross Sorkin headlined, “Carly Fiornia’s Business Record: Not So Sterling.”
Sorkin wrote that Carly Fiornina had misrepresented her track record as CEO of HewlettPackard on the campaign trail. She made an “ill"	fated” decision to merge the company with Compaq. The merger led to 30,000 layoffs and low stock prices before the it was eventually called off, and she was fired, Sorkin wrote:				2015/09/29	"“Carly Fiorina’s Business Record: Not So Sterling”
The consensus is clear: Carly Fiorina won the first Republican Primary debate. As a result she is climbing the polls and into the top tier of candidates. Her rise has led pundits to speculate about her tenure as CEO of Hewlett-Packard.
I was a member of the HP Board of Directors much of the time Carly was the CEO. I was in the room for many of the decisions she made. I can attest to the strength of Carly’s leadership, the accuracy of her vision and the quality of her management.
Carly was an excellent CEO. She led HP through one of the worst economic times in decades. Less than two years into Carly’s leadership, the dot com bubble went bust. Silicon Valley was in chaos. Companies were shedding jobs almost daily. There were so many layoffs The Associated Press ran weekly announcements regarding layoffs at tech companies. And The San Francisco Chronicle declared 2001 “The Year of the Layoff.”
While other Silicon Valley icons like Sun Microsystems disappeared, Carly’s vision and execution not only helped to save HP but made it a strong, more versatile company that could compete in the changing technology sector.
I was on the Compaq Board during the HP-Compaq merger and remained a member of the new HP Board once the merger was complete. Both companies knew that we needed something dramatic to inject life back into our companies. The merger, while controversial, was unanimously approved by every member of the HP Board and won approval from shareholders. Thanks to Carly’s leadership there was a path forward for this storied but troubled company.
Critics questioned the move, but history proves Carly was right. Post merger, HP became the biggest computer company in the world. It positioned HP to compete in integrated systems and allowed us to compete in sectors beyond the core strength of the company, printers.
Carly was hired at HP because it was struggling. Revenues were down, quarterly earnings were missed, innovation lagged and growth stagnated. HP, once the leader in Silicon Valley, was clinging to the status quo and failing to embrace the new tech era. Silicon Valley companies were prospering by taking advantage of the new technologies; HP was stubbornly clinging to the past. HP needed a change agent and someone who could return the company to its glory days. Carly was the right choice.
The results of Carly’s transformational leadership? HP revenues doubled to more than $80 billion, innovation tripled to 15 patents per day, the growth rate more than quadrupled 6.5 percent and we grew to become the 11th largest company in the country. Carly did what she was brought in to do: turn the company around make it successful again. Not only did she save the company from the dire straits it was in, she laid the foundation for HP’s future growth.
Critics often claim was fired at HP because she was unsuccessful. As a member of the board, I can tell you this is not true. In truth, it was the Board I was a part of that was ineffective and dysfunctional. The HP board of directors included family members of the founders. Carly worked with the hand she was dealt as best as one could. While Carly fought to save the company and the employees within, some board members fought for their own power or advancement. You see, some board members wanted to micro-manage the company, hand picking friends and allies to run divisions. This is no way to run a global company and Carly had the strength of character and courage of conviction to stand up to it and ultimately she lost her job because of it.
While lesser leaders would have accepted offers of transition plans and graceful resignations, Carly would have none of that. Carly demanded to be fired. In order to restore peace to the board I voted to fire her. That was a mistake.
In the months and years after Carly left, the Board of Directors remained dysfunctional. The Board members who plotted Carly’s ouster eventually resigned after an embarrassing investigation by Congress.
I have no question that Carly is a transformational leader who uniquely has both vision and the expertise to implement it. We are in the middle of a heated election, and often facts and the truth get lost in the heat of partisan rhetoric. As someone who worked with and observed Carly first hand I can attest to her abilities, intellect and talent. I am proud to support Carly Fiorina for President of the United States.
"	
https://www.truthorfiction.com/sarah-palin-native-americans-should-go-back-to-nativia/	Sarah Palin: Native Americans Should Go Back to Nativia	Fiction!				2015/09/10	"Sarah Palin claimed today that Native Americans should leave America and go back to their homeland ‘Nativia’.
In an interview with Fox News this morning, the former Alaskan governor was asked about her support of Donald Trump and his controversial views on immigration.
“I love immigrants,” she told Fox and Friends host Steve Doocey, “But like Donald Trump, I just think we have too darn many in this country.
 
"	
https://www.truthorfiction.com/starbucks-ceo-if-you-support-traditional-marriage-we-dont-want-your-business/	Starbucks CEO: If You Support Traditional Marriage, We Don’t Want Your Business	Fiction!				2015/09/09	"At the Starbucks annual shareholders meeting on Wednesday, CEO Howard Schultz sent a clear message to anyone who supports traditional marriage over gay marriage: we don’t want your business.
After saying Starbucks wants to “embrace diversity of all kinds,” he told a shareholder who supports traditional marriage that he should sell his shares and invest in some other company.
"	
https://www.truthorfiction.com/chris-christie-says-teachers-should-get-minimum-wage/	Chris Christie Says Teachers Should Get Minimum Wage	Fiction!				2015/08/27	"Apparently (Chris Christie is) under the impression that teachers make six-figure salaries. I kid you not, that’s also quoted in the article. I would c&p but didn’t want to have too much quoted here.
To say I disagree with this is putting it mildly. But I’m trying to understand the reasoning/motivation behind it. Does a significant portion of the population really hate and resent teachers? Is that who Christie is appealing to? He can’t be the only one, or he wouldn’t be getting votes.
"	
https://www.truthorfiction.com/charles-krauthammer-calls-the-clinton-foundation-organized-crime/	Charles Krauthammer: The Clinton Foundation is Organized Crime	Truth! & Fiction!				2016/01/12	"I received an email where Charles Krauthammer supposedly dissected how The Clinton Foundation acts as a money laundering front, and works only to enrich the Clinton family.
According to Krauthammer, this foundation should be illegal and certainly represents a conflict of interest. The Clinton Foundation is “organized crime” at its finest, and we are financing it.
Below is a summary of how the Clinton Foundation works as a tax free international money laundering scheme. It may eventually prove to be the largest political criminal enterprise in U.S. history, and the foundation provides a textbook case on how you hide foreign money sent to you and repackage it to be used for your own purposes. All tax free.
Here’s how it works:
1. You create a separate foreign “charity.” In this case one in Canada.
2. Foreign oligarchs and governments, then donate to this Canadian charity. In this case, over 1,000 did — contributing mega millions. I’m sure they did this out of the goodness of their hearts, and expected nothing in return. (Imagine Putin’s buddies waking up one morning and just deciding to send untold millions to a Canadian charity).
3. The Canadian charity then bundles these separate donations and makes a massive donation to the Clinton Foundation.
4. The Clinton Foundation and the cooperating Canadian charity claim Canadian law prohibits the identification of individual donors.
Oh, by the way, the Canadian “charity” includes as a principal one Frank Giustra. Google him. He is the guy who was central to the formation of Uranium One, the Canadian company that somehow acquired massive U.S. uranium interests and then sold them to an organization controlled by Russia. This transaction required U.S. State Department approval, and guess who was Secretary of State when the approval was granted. As an aside, imagine how former Virginia Governor Bob McDonnell feels. That poor schlep is in jail because he and his wife took $165,000 in gifts and loans for doing minor favors for a guy promoting a vitamin company. Not legal but not exactly putting U.S. security t risk.
5. The Clinton Foundation then spends some of this money for legitimate good works programs. Experts estimate that The Clinton Foundation has donated no more than 15 percent of the donations to charitable pursuits. Much of the balance goes to enrich the Clinton’s lavish salaries, and lavish lifestyle, particularly travel, and virtually all tax free. In on year alone, the foundation spent over $8 million in travel expenses.
6. The Clinton Foundation, with access to the world’s best accountants, somehow fails to report much of this on their tax filings. They discover these “clerical errors” and begin the process of re-filing 5 years of tax returns.
7. Net result — foreign money, much of it from other countries, goes into the Clinton’s pockets tax free and untraceable back to the original donor. This is the textbook definition of money laundering.
If you’re still not persuaded this was a cleverly structured way to get unidentified foreign money to the Clinton’s, ask yourself these questions: Why did these foreign interests funnel money through a Canadian charity? Why not donate directly to the Clinton Foundation? Better yet, why not donate money directly to the people, organizations and countries in need?
This is the essence of money laundering and influence peddling.
Now you know why Hillary’s destruction of 30,000 e-mails was a risk she was willing to take.
Bill and Hillary are devious, unprincipled, dishonest and criminal, and they are Slick! Warning: They could be back in the White House in January 2017. Don’t let it happen. Remember, most people are not well informed. You must inform and educate them.
 
"	
https://www.truthorfiction.com/peggy-noonan-on-donald-trump-incorrect-attribution/	"Peggy Noonan on Donald TrumpIncorrect Attribution!
Summary of eRumor:
Wall Street Journal columnist Peggy Noonan has supposedly written a column on Donald Trump headlined, “Trump  Things You Might Not Know About Him.”
The Truth:
Peggy Noonan didn’t write the “Things You Might Not Know” column on Trump.
That rumor surfaced when Peggy Noonan’s byline was added to an old forwarded email about Donald Trump and message boards like this one in early January 2015. A message attached to the column said it had appeared in the Wall Street Journal “this past weekend.”
But the column doesn’t appear in Peggy Noonan’s archived columns, or anywhere else on the Wall Street Journal’s website. In fact, the so"	"called Peggy Noonan column on Donald Trump first appeared in August 2015 as an anonymous forwarded email. Noonan’s name was apparently added to the text to lend it credibility.
 
 "				2016/01/07	"Peggy Noonan wrote about Trump this weekend in her Wall Street Journal column:
Trump – Things You Might Not Know About Him
Trump, hopefully, is waking some of the RINOs up. The criticisms of Trump are amazingly missing something. They are lacking in negative stories from those who work for him or have had business dealings with him. After all the employees he’s had and all the business deals he’s made there is a void of criticism. In fact, long term employees call him a strong and merciful leader and say he is far more righteous and of high integrity than people may think. And while it may surprise many, he’s actually humble when it comes to his generosity and kindness. A good example is a story that tells of his limo breaking down on a deserted highway outside of New York City. A middle-aged couple stopped to help him and as a thank you he paid off their mortgage, but he didn’t brag about that. Generous and good people rarely talk of charity they bestow on others.But as much as all this is interesting, the real thing that people want to know is what Donald Trump’s plan is for America. It’s funny how so many people say they don’t know what it is, or they act like Trump is hiding it. The information is readily available if people would just do a little homework. But, since most Americans won’t.
1.) Trump believes that America should not intervene militarily in other country’s problems without being compensated for doing so. If America is going to risk the lives of our soldiers and incur the expense of going to war, then the nations we help must be willing to pay for our help. Using the Iraq War as an example, he cites the huge monetary expense to American taxpayers (over $1.5 trillion, and possibly much more depending on what sources are used to determine the cost) in addition to the cost in human life. He suggests that Iraq should have been required to give us enough of their oil to pay for the expenses we incurred. He includes in those expenses the medical costs for our military and $5 million for each family that lost a loved one in the war and $2 million for each family of soldiers who received severe injuries.
2.) Trump wants America to have a strong military again. He believes the single most important function of the federal government is national defense. He has said he wants to find the General Patton or General MacArthur that could lead our military buildup back to the strength it needs to be. While he hasn’t said it directly that I know of, Trump’s attitude about America and about winning tells me he’d most likely be quick to eliminate rules of engagement that handicap our military in battle. Clearly Trump is a “win at all costs” kind of guy, and I’m sure that would apply to our national defense and security, too
3.) Trump wants a strong foreign policy and believes that it must include 7 core principles American interests come first. Always. No apologies. Maximum firepower and military preparedness. Only go to war to win. Stay loyal to your friends and suspicious of your enemies.Keep the technological sword razor sharp. See the unseen Prepare for threats before they materialize. Respect and support our present and past warriors.
4.) Trump believes that terrorists who are captured should be treated as military combatants, not as criminals like the Obama administration treats them.
5.) Trump makes the point that China’s manipulation of their currency has given them unfair advantage in our trade dealings with them. He says we must tax their imports to offset their currency manipulation, which will cause American companies to be competitive again and drive manufacturing back to America and create jobs here. Although he sees China as the biggest offender, he believes that America should protect itself from all foreign efforts to take our jobs and manufacturing. For example, Ford is building a plant in Mexico and Trump suggests that every part or vehicle Ford makes in Mexico be taxed 35% if they want to bring it into the U. S., which would cause companies like Ford to no longer be competitive using their Mexican operations and move manufacturing back to the U.S., once again creating jobs here.
6.) Trump wants passage of NOPEC legislation (No Oil Producing and Exporting Cartels Act – NOPEC – S.394), which would allow the government to sue OPEC for violating antitrust laws. According to Trump, that would break up the cartel. He also wants to unleash our energy companies to drill domestically (sound like Sarah Palin’s drill baby, drill?) thereby increasing domestic production creating jobs and driving domestic costs of oil and gas down while reducing dependence on foreign oil.
7.) Trump believes a secure border is critical for both security and prosperity in America. He wants to build a wall to stop illegals from entering and put controls on immigration. (And he says he’ll get Mexico to pay for the wall, which many have scoffed at, but given his business successes I wouldn’t put it past him.) He also wants to enforce our immigration laws and provide no path to citizenship for illegals.
8.) Trump wants a radical change to the tax system to not only make it better for average Americans, but also to encourage businesses to stay here and foreign businesses to move here. The resulting influx of money to our nation would do wonders for our economy. He wants to make America the place to do business. He also wants to lower the death tax and the taxes on capital gains and dividends. This would put more than $1.6 trillion back into the economy and help rebuild the 1.5 million jobs we’ve lost to the current tax system. He also wants to charge companies who outsource jobs overseas a 20% tax, but for those willing to move jobs back to America they would not be taxed. And for citizens he has a tax plan that would allow Americans to keep more of what they earn and spark economic growth. He wants to change the personal income tax to: Up to $30,000 taxed at 1%. From $30,000 to $100,000 taxed at 5%. From $100,000 to $1,000,000 taxed at 10%. $1,000,000 and above taxed at 15%.
9.) Trump wants Obamacare repealed. He says it’s a “job-killing, health care-destroying monstrosity” that “can’t be reformed, salvaged, or fixed.” He believes in allowing real competition in the health insurance marketplace to allow competition to drive prices down. He also believes in tort reform to get rid of defensive medicine and lower costs.
10.) Trump wants spending reforms in Washington, acknowledging that America spends far more than it receives in revenue. He has said he believes that if we don’t stop increasing the national debt once it hits $24 trillion it will be impossible to save this country.
11.) Even though he says we need to cut spending, he does not want to harm those on Medicare, Medicaid, or Social Security. He believes that the citizens have faithfully paid in to the system to have these services available and that the American government has an obligation to fulfill its end of the bargain and provide those benefits. Therefore, he wants to build the economy up so that we have the revenue to pay those costs without cutting the benefits to the recipients. He disagrees with Democrats who think raising taxes is the answer and says that when you do that you stifle the economy. On the other hand, when you lower taxes and create an environment to help businesses they will grow, hire more workers, and those new workers will be paying taxes that become more tax revenue for the government.
12.) Trump also wants reform of the welfare state saying that America needs “a safety net, not a hammock.” He believes in a welfare to work program that would help reduce the welfare roles and encourage people to get back to work. And he wants a crackdown on entitlement fraud.
13.) Trump believes climate change is a hoax.
14.) Trump opposes Common Core.
15.) Trump is pro-life, although he allows for an exception due to rape, incest, or the life of the mother.
16.) Trump is pro 2nd Amendment rights.
17.) Trump’s view on same-sex marriage is that marriage is between a man and a woman, but he also believes that this is a states rights issue, not a federal issue.
"	
https://www.truthorfiction.com/52-free-horses-need-a-home/	Social media posts claim that 52 purebred horses from Ohio need homes or they will be slaughtered; an alternate version of the rumor claims that 58 horses need homes.	Decontextualized	['animals', 'horses', 'viral facebook posts']			2015/12/29	"PLEASE PASS ALONG! Dr. Stearns, DVM from Barnesville, OH passed away and his son wants everything liquidated immediately, leftover horses go to slaughter this Saturday (Feb. 5) – currently out of 52 horses there are still 23 mares some with babies on board – stud is 16.3 TB Stud Conley (misspelled Colony) Key. All free and papered. Friend is helping coordinate call 440-463-4288 the address is 57882 Wright Rd., Barnesville, OH.
"	
https://www.truthorfiction.com/donald-trump-removed-from-primary-ballots-in-5-states/	Donald Trump Removed from Primary Ballots in 5 States	Fiction!				2015/12/29	"BREAKING: Five states REMOVE Trump from GOP Primary Ballot!
BREAKING: Christian Times Newspaper has learned that Iowa, New Hampshire, Nevada, North Carolina, and Florida have all REMOVED Trump’s name from their state’s upcoming Republican primaries!

This is an excerpt of a report that appeared at ChristianTimes.com. Click here to view the entire report.
"	
https://www.truthorfiction.com/muslims-were-banned-from-u-s-in-1952/	Muslim people were banned from the United States in 1952.	Not True	"[""before it's news"", 'congress', 'immigration', 'islam', 'muslims']"			2015/12/11	"Islam was Banned from USA in 1952 but You’re Not Supposed to Know it! 
ISLAM WAS BANNED FROM THE USA IN 1952 but Obama doesn’t want you to know that, nor does he respect or uphold US law. 
The Immigration and Nationality Act passed June 27, 1952 revised the laws relating to immigration, naturalization and nationality for the United States. 
That Act, which became Public Law 414, established both the law and the intent of Congress regarding the immigration of aliens to the US and remains in effect today.
This is an excerpt of a story that appeared at Before it’s News. Click here to view the entire story.
"	
